timestamp,predictedValue,mean,standardDeviation
2023-08-04 00:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 01:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 02:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 03:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 04:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 05:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 06:00:00+00:00,2.2449067,0.16858351230621338,1.0832868814468384
2023-08-04 07:00:00+00:00,2.3830085,0.16858351230621338,1.0832868814468384
2023-08-04 08:00:00+00:00,3.6587,0.16858351230621338,1.0832868814468384
2023-08-04 09:00:00+00:00,4.843548,0.16858351230621338,1.0832868814468384
2023-08-04 10:00:00+00:00,5.9977117,0.16858351230621338,1.0832868814468384
2023-08-04 11:00:00+00:00,7.0536523,0.16858351230621338,1.0832868814468384
2023-08-04 12:00:00+00:00,5.4140797,0.16858351230621338,1.0832868814468384
2023-08-04 13:00:00+00:00,3.917782,0.16858351230621338,1.0832868814468384
2023-08-04 14:00:00+00:00,2.907441,0.16858351230621338,1.0832868814468384
2023-08-04 15:00:00+00:00,2.2670403,0.16858351230621338,1.0832868814468384
2023-08-04 16:00:00+00:00,1.2631701,0.16858351230621338,1.0832868814468384
2023-08-04 17:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 18:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 19:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 20:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 21:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 22:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
2023-08-04 23:00:00+00:00,0.0,0.16858351230621338,1.0832868814468384
