DateAndTime,Var1,valid_datetime,latest_ref_time,Unnamed_0,ref_datetime,CloudCover,PressureReducedMSL,RelativeHumidity,SolarDownwardRadiation,Temperature,WindDirection,WindSpeed,PV,Hour,Month,Day,out,date
15-Oct-2021 00:00:00,2088,2021-10-15 00:00:00,2021-10-14T18:00:00Z,23255,2021-10-14T18:00:00Z,1,99962.68,92.56,0,11.84,217.87,7.16,0,0,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 01:00:00,2089,2021-10-15 01:00:00,2021-10-15T00:00:00Z,23317,2021-10-15T00:00:00Z,1,99821.12,91.59,0,11.95,228.25,9.18,0,1,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 02:00:00,2090,2021-10-15 02:00:00,2021-10-15T00:00:00Z,23318,2021-10-15T00:00:00Z,0.95,99782.48,83.05,0,11.39,249.44,6.7,0,2,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 03:00:00,2091,2021-10-15 03:00:00,2021-10-15T00:00:00Z,23319,2021-10-15T00:00:00Z,1,99757.74,79.68,-0,11.28,255.95,7.83,0,3,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 04:00:00,2092,2021-10-15 04:00:00,2021-10-15T00:00:00Z,23320,2021-10-15T00:00:00Z,1,99761.71,71.28,0,11.3,266.11,7.46,0,4,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 05:00:00,2093,2021-10-15 05:00:00,2021-10-15T00:00:00Z,23321,2021-10-15T00:00:00Z,0.98,99732.47,68.93,0.12,11.12,268.87,6.87,0,5,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 06:00:00,2094,2021-10-15 06:00:00,2021-10-15T00:00:00Z,23322,2021-10-15T00:00:00Z,0.99,99730.97,69.31,33.05,10.78,277.29,6.09,0.186550492,6,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 07:00:00,2095,2021-10-15 07:00:00,2021-10-15T06:00:00Z,23384,2021-10-15T06:00:00Z,0,99744.14,67.75,144.6,10.58,304.87,4.99,3.899136887,7,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 08:00:00,2096,2021-10-15 08:00:00,2021-10-15T06:00:00Z,23385,2021-10-15T06:00:00Z,0,99854.91,63.93,236.26,11.21,315.24,4.04,7.109046379,8,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 09:00:00,2097,2021-10-15 09:00:00,2021-10-15T06:00:00Z,23386,2021-10-15T06:00:00Z,0,99954.96,57.7,305.32,11.54,327.2,5.09,8.164462248,9,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 10:00:00,2098,2021-10-15 10:00:00,2021-10-15T06:00:00Z,23387,2021-10-15T06:00:00Z,0,100091.29,53.66,348.68,11.26,339.25,6.73,8.349541545,10,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 11:00:00,2099,2021-10-15 11:00:00,2021-10-15T06:00:00Z,23388,2021-10-15T06:00:00Z,0,100234.38,49.54,347.59,11.77,338.43,6.19,7.659011222,11,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 12:00:00,2100,2021-10-15 12:00:00,2021-10-15T06:00:00Z,23389,2021-10-15T06:00:00Z,0,100329.59,46.91,314.34,12.31,328.96,5.9,6.371698755,12,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 13:00:00,2101,2021-10-15 13:00:00,2021-10-15T12:00:00Z,23451,2021-10-15T12:00:00Z,0,100414.1,43.98,236.52,12.15,325.4,5.48,4.001040803,13,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 14:00:00,2102,2021-10-15 14:00:00,2021-10-15T12:00:00Z,23452,2021-10-15T12:00:00Z,0,100577.45,43.2,126.15,12.19,317.18,5.55,1.603808629,14,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 15:00:00,2103,2021-10-15 15:00:00,2021-10-15T12:00:00Z,23453,2021-10-15T12:00:00Z,0.69,100608.71,46.01,34.61,11.94,309.59,4.15,0.233037225,15,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 16:00:00,2104,2021-10-15 16:00:00,2021-10-15T12:00:00Z,23454,2021-10-15T12:00:00Z,0,100647.72,50.24,0.04,11.48,286.22,3.08,0,16,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 17:00:00,2105,2021-10-15 17:00:00,2021-10-15T12:00:00Z,23455,2021-10-15T12:00:00Z,0.08,100697.1,54.26,0,11.35,290.42,4.37,0,17,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 18:00:00,2106,2021-10-15 18:00:00,2021-10-15T12:00:00Z,23456,2021-10-15T12:00:00Z,0.01,100765.83,47.86,0,10.89,317.89,5.22,0,18,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 19:00:00,2107,2021-10-15 19:00:00,2021-10-15T18:00:00Z,23518,2021-10-15T18:00:00Z,0.01,100796.8,49.96,0,9.85,324.13,3.14,0,19,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 20:00:00,2108,2021-10-15 20:00:00,2021-10-15T18:00:00Z,23519,2021-10-15T18:00:00Z,0.26,100857.77,53.02,0,9.24,324.71,2.94,0,20,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 21:00:00,2109,2021-10-15 21:00:00,2021-10-15T18:00:00Z,23520,2021-10-15T18:00:00Z,0.01,100909.16,54.15,0,9.09,316.18,3.17,0,21,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 22:00:00,2110,2021-10-15 22:00:00,2021-10-15T18:00:00Z,23521,2021-10-15T18:00:00Z,0.1,100959.16,55.49,0,9.63,309.74,4.23,0,22,10,6,15-Oct-2021,2021-10-15
15-Oct-2021 23:00:00,2111,2021-10-15 23:00:00,2021-10-15T18:00:00Z,23522,2021-10-15T18:00:00Z,0.25,100985.02,54.67,0,9.75,305.37,5.07,0,23,10,6,15-Oct-2021,2021-10-15
16-Oct-2021 00:00:00,2112,2021-10-16 00:00:00,2021-10-15T18:00:00Z,23523,2021-10-15T18:00:00Z,0.45,101006.05,54.43,0,9.89,299.04,5.54,0,0,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 01:00:00,2113,2021-10-16 01:00:00,2021-10-16T00:00:00Z,23585,2021-10-16T00:00:00Z,0.01,100975.6,60.45,0,10.11,291.13,5.96,0,1,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 02:00:00,2114,2021-10-16 02:00:00,2021-10-16T00:00:00Z,23586,2021-10-16T00:00:00Z,0.25,100936.89,62.77,0,10.49,284.82,7.48,0,2,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 03:00:00,2115,2021-10-16 03:00:00,2021-10-16T00:00:00Z,23587,2021-10-16T00:00:00Z,0.14,100930.45,59.17,0,10.85,280.78,8.27,0,3,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 04:00:00,2116,2021-10-16 04:00:00,2021-10-16T00:00:00Z,23588,2021-10-16T00:00:00Z,0.02,100890.96,59,-0,10.91,284.08,8.87,0,4,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 05:00:00,2117,2021-10-16 05:00:00,2021-10-16T00:00:00Z,23589,2021-10-16T00:00:00Z,0.02,100885.88,60.16,0.14,10.74,286.16,8.78,0.011177233,5,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 06:00:00,2118,2021-10-16 06:00:00,2021-10-16T00:00:00Z,23590,2021-10-16T00:00:00Z,0.14,100913.88,62.26,42.56,11.04,283.21,8.88,0.391716406,6,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 07:00:00,2119,2021-10-16 07:00:00,2021-10-16T06:00:00Z,23652,2021-10-16T06:00:00Z,0,100933.16,61.51,137.64,11.4,278.67,9.68,2.427296893,7,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 08:00:00,2120,2021-10-16 08:00:00,2021-10-16T06:00:00Z,23653,2021-10-16T06:00:00Z,0.37,100963.35,57.35,218.2,11.71,279.31,9.07,3.747191825,8,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 09:00:00,2121,2021-10-16 09:00:00,2021-10-16T06:00:00Z,23654,2021-10-16T06:00:00Z,0.47,101008.21,52.54,248.62,12.13,277.78,8.59,3.400492775,9,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 10:00:00,2122,2021-10-16 10:00:00,2021-10-16T06:00:00Z,23655,2021-10-16T06:00:00Z,0.43,101046.29,53.97,273.72,12.32,279.1,8.8,1.991419967,10,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 11:00:00,2123,2021-10-16 11:00:00,2021-10-16T06:00:00Z,23656,2021-10-16T06:00:00Z,0.45,101042.99,52.89,259.7,12.5,281.69,8.61,3.041669255,11,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 12:00:00,2124,2021-10-16 12:00:00,2021-10-16T06:00:00Z,23657,2021-10-16T06:00:00Z,0.95,101042.69,53.46,174.65,12.5,280.58,8.43,2.086098175,12,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 13:00:00,2125,2021-10-16 13:00:00,2021-10-16T12:00:00Z,23719,2021-10-16T12:00:00Z,0.97,101031.87,60.44,121.99,12.49,271.78,8.73,1.358230764,13,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 14:00:00,2126,2021-10-16 14:00:00,2021-10-16T12:00:00Z,23720,2021-10-16T12:00:00Z,1,101061.54,63.33,57.38,12.16,270.66,8.68,0.554704766,14,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 15:00:00,2127,2021-10-16 15:00:00,2021-10-16T12:00:00Z,23721,2021-10-16T12:00:00Z,1,101077.51,68.39,13.21,11.76,271.88,9.4,0.196891064,15,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 16:00:00,2128,2021-10-16 16:00:00,2021-10-16T12:00:00Z,23722,2021-10-16T12:00:00Z,0.99,101102.27,68.02,0,11.54,273.5,9.18,0,16,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 17:00:00,2129,2021-10-16 17:00:00,2021-10-16T12:00:00Z,23723,2021-10-16T12:00:00Z,0.86,101106.34,69.79,0,11.19,271.67,8.77,0,17,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 18:00:00,2130,2021-10-16 18:00:00,2021-10-16T12:00:00Z,23724,2021-10-16T12:00:00Z,1,101096.15,69.64,0,11.12,271.73,8.42,0,18,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 19:00:00,2131,2021-10-16 19:00:00,2021-10-16T18:00:00Z,23786,2021-10-16T18:00:00Z,1,101098.89,72.17,0,11.19,270.84,8.33,0,19,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 20:00:00,2132,2021-10-16 20:00:00,2021-10-16T18:00:00Z,23787,2021-10-16T18:00:00Z,1,101090.41,71.47,0,11.09,268.04,7.95,0,20,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 21:00:00,2133,2021-10-16 21:00:00,2021-10-16T18:00:00Z,23788,2021-10-16T18:00:00Z,1,101062.87,68.69,0,11.18,270.77,6.93,0,21,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 22:00:00,2134,2021-10-16 22:00:00,2021-10-16T18:00:00Z,23789,2021-10-16T18:00:00Z,1,101087.55,67.63,0,11.15,277.21,6.43,0,22,10,7,16-Oct-2021,2021-10-16
16-Oct-2021 23:00:00,2135,2021-10-16 23:00:00,2021-10-16T18:00:00Z,23790,2021-10-16T18:00:00Z,1,101092.23,68.09,0,11.01,280.52,6.1,0,23,10,7,16-Oct-2021,2021-10-16
17-Oct-2021 00:00:00,2136,2021-10-17 00:00:00,2021-10-16T18:00:00Z,23791,2021-10-16T18:00:00Z,1,101109.32,67.21,0,10.92,285.56,5.42,0,0,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 01:00:00,2137,2021-10-17 01:00:00,2021-10-17T00:00:00Z,23853,2021-10-17T00:00:00Z,1,101088.34,67.8,0,10.9,282.73,5.48,0,1,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 02:00:00,2138,2021-10-17 02:00:00,2021-10-17T00:00:00Z,23854,2021-10-17T00:00:00Z,1,101105.78,65.73,0,10.88,284.85,4.83,0,2,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 03:00:00,2139,2021-10-17 03:00:00,2021-10-17T00:00:00Z,23855,2021-10-17T00:00:00Z,0.96,101096.01,63.95,0,10.71,291.41,3.91,0,3,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 04:00:00,2140,2021-10-17 04:00:00,2021-10-17T00:00:00Z,23856,2021-10-17T00:00:00Z,0.83,101104.77,65.36,-0,9.65,292.15,2.34,0,4,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 05:00:00,2141,2021-10-17 05:00:00,2021-10-17T00:00:00Z,23857,2021-10-17T00:00:00Z,0.64,101121.82,68.62,0.04,8.73,287.08,1.87,0.012571747,5,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 06:00:00,2142,2021-10-17 06:00:00,2021-10-17T00:00:00Z,23858,2021-10-17T00:00:00Z,0.23,101174.98,71.69,35.99,8.13,285.29,1.76,1.375933048,6,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 07:00:00,2143,2021-10-17 07:00:00,2021-10-17T06:00:00Z,23920,2021-10-17T06:00:00Z,0.27,101224.84,71.69,128.36,8.6,296.31,2.01,1.967375709,7,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 08:00:00,2144,2021-10-17 08:00:00,2021-10-17T06:00:00Z,23921,2021-10-17T06:00:00Z,0.02,101278.12,68.67,226.8,9.31,352.93,1.6,5.230151341,8,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 09:00:00,2145,2021-10-17 09:00:00,2021-10-17T06:00:00Z,23922,2021-10-17T06:00:00Z,0.28,101328.61,58.02,287.09,10.07,337.84,1.8,7.82217277,9,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 10:00:00,2146,2021-10-17 10:00:00,2021-10-17T06:00:00Z,23923,2021-10-17T06:00:00Z,0.06,101347.18,57.89,323.92,10.83,327.55,2.06,6.073210364,10,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 11:00:00,2147,2021-10-17 11:00:00,2021-10-17T06:00:00Z,23924,2021-10-17T06:00:00Z,0.42,101363.82,55.98,310.09,11.45,305.86,2.81,3.127098665,11,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 12:00:00,2148,2021-10-17 12:00:00,2021-10-17T06:00:00Z,23925,2021-10-17T06:00:00Z,0.05,101387.68,53.61,281.66,11.63,301.01,3.36,4.140040454,12,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 13:00:00,2149,2021-10-17 13:00:00,2021-10-17T12:00:00Z,23987,2021-10-17T12:00:00Z,0.58,101419.16,51.82,212.55,11.69,301.55,3.76,1.993078554,13,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 14:00:00,2150,2021-10-17 14:00:00,2021-10-17T12:00:00Z,23988,2021-10-17T12:00:00Z,0.4,101461.33,48.75,121.34,11.29,305.68,4.4,1.5717218,14,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 15:00:00,2151,2021-10-17 15:00:00,2021-10-17T12:00:00Z,23989,2021-10-17T12:00:00Z,0.92,101483.38,50.38,31.81,10.61,313.75,4.3,0.243305502,15,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 16:00:00,2152,2021-10-17 16:00:00,2021-10-17T12:00:00Z,23990,2021-10-17T12:00:00Z,0.73,101553.13,61.64,0,9.65,332.59,3.28,0,16,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 17:00:00,2153,2021-10-17 17:00:00,2021-10-17T12:00:00Z,23991,2021-10-17T12:00:00Z,0.44,101608.88,66.15,0,8.6,336.53,2.92,0,17,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 18:00:00,2154,2021-10-17 18:00:00,2021-10-17T12:00:00Z,23992,2021-10-17T12:00:00Z,0.71,101673.84,65.26,0,7.47,340.73,2.3,0,18,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 19:00:00,2155,2021-10-17 19:00:00,2021-10-17T18:00:00Z,24054,2021-10-17T18:00:00Z,0.01,101750.52,69.96,0,6.17,347.84,1.71,0,19,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 20:00:00,2156,2021-10-17 20:00:00,2021-10-17T18:00:00Z,24055,2021-10-17T18:00:00Z,0.02,101809.62,71.86,0,5.38,352.01,1.13,0,20,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 21:00:00,2157,2021-10-17 21:00:00,2021-10-17T18:00:00Z,24056,2021-10-17T18:00:00Z,0.02,101869.98,72.7,0,4.7,57.73,0.7,0,21,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 22:00:00,2158,2021-10-17 22:00:00,2021-10-17T18:00:00Z,24057,2021-10-17T18:00:00Z,0.05,101940.7,71.87,0,4.24,60.2,0.76,0,22,10,1,17-Oct-2021,2021-10-17
17-Oct-2021 23:00:00,2159,2021-10-17 23:00:00,2021-10-17T18:00:00Z,24058,2021-10-17T18:00:00Z,0.01,101967.39,72.35,0,3.55,89.15,1.18,0,23,10,1,17-Oct-2021,2021-10-17
18-Oct-2021 00:00:00,2160,2021-10-18 00:00:00,2021-10-17T18:00:00Z,24059,2021-10-17T18:00:00Z,0.13,102028.27,75.31,0,3.07,72.04,0.89,0,0,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 01:00:00,2161,2021-10-18 01:00:00,2021-10-18T00:00:00Z,24121,2021-10-18T00:00:00Z,0.16,102050.7,76.5,0,2.92,145.05,0.83,0,1,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 02:00:00,2162,2021-10-18 02:00:00,2021-10-18T00:00:00Z,24122,2021-10-18T00:00:00Z,0,102082.88,78.88,0,2.6,146.25,0.8,0,2,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 03:00:00,2163,2021-10-18 03:00:00,2021-10-18T00:00:00Z,24123,2021-10-18T00:00:00Z,0.5,102074.59,81.23,0,2.1,118.19,1.16,0,3,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 04:00:00,2164,2021-10-18 04:00:00,2021-10-18T00:00:00Z,24124,2021-10-18T00:00:00Z,0.92,102085.97,78.29,-0,2.11,111.43,0.87,0,4,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 05:00:00,2165,2021-10-18 05:00:00,2021-10-18T00:00:00Z,24125,2021-10-18T00:00:00Z,0.19,102109.54,76.67,0,2.16,111.28,1.28,0.010633278,5,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 06:00:00,2166,2021-10-18 06:00:00,2021-10-18T00:00:00Z,24126,2021-10-18T00:00:00Z,0.21,102169.59,75.03,35.9,2.24,106.79,1.22,1.463061504,6,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 07:00:00,2167,2021-10-18 07:00:00,2021-10-18T06:00:00Z,24188,2021-10-18T06:00:00Z,0.96,102284.38,73.21,105.46,2.62,96.08,0.95,4.775308049,7,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 08:00:00,2168,2021-10-18 08:00:00,2021-10-18T06:00:00Z,24189,2021-10-18T06:00:00Z,0.98,102304.41,66.5,207.26,4.16,106.73,0.9,6.190137093,8,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 09:00:00,2169,2021-10-18 09:00:00,2021-10-18T06:00:00Z,24190,2021-10-18T06:00:00Z,0.59,102315.24,55.65,276.96,6.73,103.96,1.49,6.434478459,9,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 10:00:00,2170,2021-10-18 10:00:00,2021-10-18T06:00:00Z,24191,2021-10-18T06:00:00Z,0.51,102360.65,49.47,310.9,8.31,114.08,1.44,5.826040759,10,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 11:00:00,2171,2021-10-18 11:00:00,2021-10-18T06:00:00Z,24192,2021-10-18T06:00:00Z,0.87,102349.89,43.61,261.62,9.34,112.9,1.54,5.29204128,11,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 12:00:00,2172,2021-10-18 12:00:00,2021-10-18T06:00:00Z,24193,2021-10-18T06:00:00Z,1,102325.27,40.47,178.32,9.8,113.4,1.67,4.656157084,12,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 13:00:00,2173,2021-10-18 13:00:00,2021-10-18T12:00:00Z,24255,2021-10-18T12:00:00Z,1,102299.56,43.34,102.69,9.84,106.77,1.68,2.647526178,13,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 14:00:00,2174,2021-10-18 14:00:00,2021-10-18T12:00:00Z,24256,2021-10-18T12:00:00Z,1,102222.57,43.74,62.69,9.66,120.34,1.94,0.681891135,14,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 15:00:00,2175,2021-10-18 15:00:00,2021-10-18T12:00:00Z,24257,2021-10-18T12:00:00Z,1,102261.43,52.08,15.48,9.08,129.95,1.73,0.118116489,15,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 16:00:00,2176,2021-10-18 16:00:00,2021-10-18T12:00:00Z,24258,2021-10-18T12:00:00Z,1,102286.34,62.22,0,8.04,82.03,1.32,0,16,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 17:00:00,2177,2021-10-18 17:00:00,2021-10-18T12:00:00Z,24259,2021-10-18T12:00:00Z,1,102273.44,68.2,0,7.09,95.41,1.85,0,17,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 18:00:00,2178,2021-10-18 18:00:00,2021-10-18T12:00:00Z,24260,2021-10-18T12:00:00Z,1,102243.41,65.06,0,6.88,113.43,2.1,0,18,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 19:00:00,2179,2021-10-18 19:00:00,2021-10-18T18:00:00Z,24322,2021-10-18T18:00:00Z,1,102213.7,72.15,0,6.43,115.87,2.06,0,19,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 20:00:00,2180,2021-10-18 20:00:00,2021-10-18T18:00:00Z,24323,2021-10-18T18:00:00Z,1,102211.19,67.49,0,6.65,117.21,2.88,0,20,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 21:00:00,2181,2021-10-18 21:00:00,2021-10-18T18:00:00Z,24324,2021-10-18T18:00:00Z,1,102193.95,67.37,0,6.64,122.57,2.79,0,21,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 22:00:00,2182,2021-10-18 22:00:00,2021-10-18T18:00:00Z,24325,2021-10-18T18:00:00Z,1,102148.35,65.62,0,6.78,127.61,3.61,0,22,10,2,18-Oct-2021,2021-10-18
18-Oct-2021 23:00:00,2183,2021-10-18 23:00:00,2021-10-18T18:00:00Z,24326,2021-10-18T18:00:00Z,1,102086.34,66.29,0,6.67,136.68,3.86,0,23,10,2,18-Oct-2021,2021-10-18
19-Oct-2021 00:00:00,2184,2021-10-19 00:00:00,2021-10-18T18:00:00Z,24327,2021-10-18T18:00:00Z,1,102010.3,74.44,0,6.13,129.05,4.16,0,0,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 01:00:00,2185,2021-10-19 01:00:00,2021-10-19T00:00:00Z,24389,2021-10-19T00:00:00Z,1,101964.28,68.16,0,5.83,131.64,4.31,0,1,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 02:00:00,2186,2021-10-19 02:00:00,2021-10-19T00:00:00Z,24390,2021-10-19T00:00:00Z,1,101860.86,66.3,0,6,134.21,4.72,0,2,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 03:00:00,2187,2021-10-19 03:00:00,2021-10-19T00:00:00Z,24391,2021-10-19T00:00:00Z,1,101767.95,68.09,0,6.25,147.28,4.7,0,3,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 04:00:00,2188,2021-10-19 04:00:00,2021-10-19T00:00:00Z,24392,2021-10-19T00:00:00Z,1,101667.32,83.79,-0,5.75,143.18,5.16,0,4,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 05:00:00,2189,2021-10-19 05:00:00,2021-10-19T00:00:00Z,24393,2021-10-19T00:00:00Z,1,101610.62,88.82,0,5.96,148.28,4.88,0,5,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 06:00:00,2190,2021-10-19 06:00:00,2021-10-19T00:00:00Z,24394,2021-10-19T00:00:00Z,1,101530.53,90.6,6.45,6.27,144.91,5.51,0.029980522,6,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 07:00:00,2191,2021-10-19 07:00:00,2021-10-19T06:00:00Z,24456,2021-10-19T06:00:00Z,1,101502.55,88.51,23.24,6.56,140.56,5.39,0.209348873,7,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 08:00:00,2192,2021-10-19 08:00:00,2021-10-19T06:00:00Z,24457,2021-10-19T06:00:00Z,1,101493.59,89.07,52.78,7.15,145.46,4.13,0.176340378,8,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 09:00:00,2193,2021-10-19 09:00:00,2021-10-19T06:00:00Z,24458,2021-10-19T06:00:00Z,1,101399.46,90.12,17.01,7.74,146.99,4.49,0.266514316,9,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 10:00:00,2194,2021-10-19 10:00:00,2021-10-19T06:00:00Z,24459,2021-10-19T06:00:00Z,1,101342.66,91.84,34.72,8.04,151.55,4.38,0.444628659,10,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 11:00:00,2195,2021-10-19 11:00:00,2021-10-19T06:00:00Z,24460,2021-10-19T06:00:00Z,1,101293.55,93.34,25.67,8.64,149.43,4.21,0.57346565,11,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 12:00:00,2196,2021-10-19 12:00:00,2021-10-19T06:00:00Z,24461,2021-10-19T06:00:00Z,1,101242.14,96.14,9.86,9.01,149.94,3.81,0.511597698,12,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 13:00:00,2197,2021-10-19 13:00:00,2021-10-19T12:00:00Z,24523,2021-10-19T12:00:00Z,1,101079.05,95.12,8.35,10.04,167.56,3.77,0.316358479,13,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 14:00:00,2198,2021-10-19 14:00:00,2021-10-19T12:00:00Z,24524,2021-10-19T12:00:00Z,1,101048.13,94.46,2.97,10.79,178.27,5.1,0.125237625,14,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 15:00:00,2199,2021-10-19 15:00:00,2021-10-19T12:00:00Z,24525,2021-10-19T12:00:00Z,1,100949.62,95.16,0.48,10.83,169.28,4.49,0.0184457,15,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 16:00:00,2200,2021-10-19 16:00:00,2021-10-19T12:00:00Z,24526,2021-10-19T12:00:00Z,1,100829.67,95.97,0,10.91,171.69,4.49,0,16,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 17:00:00,2201,2021-10-19 17:00:00,2021-10-19T12:00:00Z,24527,2021-10-19T12:00:00Z,1,100722.26,97.13,0,11.08,178.93,5.23,0,17,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 18:00:00,2202,2021-10-19 18:00:00,2021-10-19T12:00:00Z,24528,2021-10-19T12:00:00Z,1,100574.93,97.21,0,11.19,174.84,5.91,0,18,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 19:00:00,2203,2021-10-19 19:00:00,2021-10-19T18:00:00Z,24590,2021-10-19T18:00:00Z,1,100436.06,96.24,0,11.27,177.86,5.72,0,19,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 20:00:00,2204,2021-10-19 20:00:00,2021-10-19T18:00:00Z,24591,2021-10-19T18:00:00Z,1,100350.42,96.71,0,11.27,169.73,5.97,0,20,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 21:00:00,2205,2021-10-19 21:00:00,2021-10-19T18:00:00Z,24592,2021-10-19T18:00:00Z,1,100200.94,96.38,0,11.55,179.56,6.4,0,21,10,3,19-Oct-2021,2021-10-19
19-Oct-2021 22:00:00,2206,2021-10-19 22:00:00,2021-10-19T18:00:00Z,24593,2021-10-19T18:00:00Z,1,100041.34,96.94,0,11.95,180.3,6.13,0,22,10,3,19-Oct-2021,2021-10-19
